prop:geometry-realization	appendixC.tex	1458	myprop
prop:horn-coeq	appendixC.tex	1750	myprop
prop:horn-spine-basic	appendixC.tex	1777	myprop
prop:lim-colim-basic	appendixC.tex	486	myprop
prop:nerve	appendixC.tex	1907	myprop
prop:nerve-grpd	appendixC.tex	2285	myprop
prop:redef-lim	appendixC.tex	794	myprop
prop:simphomotopy-equiv	appendixC.tex	2785	myprop
prop:SimpSet-basic	appendixC.tex	1352	myprop
prop:Yoneda	appendixC.tex	695	myprop
thm:density-cat	appendixC.tex	1101	mytheo
thm:homotopygrp	appendixC.tex	2834	mytheo
thm:KanCplx	appendixC.tex	2092	mytheo
col:implicit	appendixD.tex	181	mycol
col:rank	appendixD.tex	567	mycol
def:loc-diffeo	appendixD.tex	252	mydef
def:rank-smooth	appendixD.tex	339	mydef
def:submersion-smooth	appendixD.tex	350	mydef
eq:coord-rep-canonical	appendixD.tex	407	label
eq:coord-rep-canonical-b	appendixD.tex	646	label
eq:coord-rep-canonical-immersion	appendixD.tex	420	label
eq:coord-rep-canonical-submersion	appendixD.tex	415	label
eq:hypothesis-rank-theorem	appendixD.tex	456	label
eq:thm-rank-1	appendixD.tex	520	label
eq:thm-rank-ans	appendixD.tex	543	label
ineq:thm-inv-1	appendixD.tex	114	label
ineq:thm-inv-2	appendixD.tex	125	label
lem:contraction	appendixD.tex	14	mylem
lem:singular-b	appendixD.tex	295	mylem
prop:embedding-basic	appendixD.tex	658	myprop
prop:SI-basics	appendixD.tex	359	myprop
thm:inverse-function	appendixD.tex	263	mytheo
thm:inverse-function-b	appendixD.tex	314	mytheo
thm:inverse-function-Rn	appendixD.tex	48	mytheo
thm:rank	appendixD.tex	394	mytheo
thm:rank-b	appendixD.tex	632	mytheo
thm:rank-global	appendixD.tex	588	mytheo
def:resultant	appendixE.tex	12	mydef
prop:resultant	appendixE.tex	31	myprop
conj:kfusion-pivotal	appendixF.tex	2088	myconj
def:2cat	appendixF.tex	4306	mydef
def:2crossed	appendixF.tex	4860	mydef
def:6j-symbol	appendixF.tex	2390	label
def:additive-cat	appendixF.tex	133	mydef
def:additive-exact	appendixF.tex	171	mydef
def:algobj	appendixF.tex	2831	mydef
def:bimodobj	appendixF.tex	3246	mydef
def:bimodulecat	appendixF.tex	2780	mydef
def:braided-monoidal-functor	appendixF.tex	1252	mydef
def:categorialTr	appendixF.tex	2580	label
def:CG	appendixF.tex	1701	myexample
def:CG-functor	appendixF.tex	1790	myexample
def:CG-monoidalnat	appendixF.tex	1823	myexample
def:CGa	appendixF.tex	1742	myexample
def:crossed-module	appendixF.tex	4518	mydef
def:DeligneProduct	appendixF.tex	2622	mydef
def:dual-functor	appendixF.tex	973	myexample
def:F-symbol	appendixF.tex	2397	label
def:finite-abcat	appendixF.tex	223	mydef
def:FPdim	appendixF.tex	2360	mydef
def:Frobenius-alg	appendixF.tex	3375	mydef
def:hom-algmod	appendixF.tex	3140	mydef
def:hom-bimod	appendixF.tex	3274	mydef
def:hom2G	appendixF.tex	4399	mydef
def:internal-hom	appendixF.tex	3503	mydef
def:inv-functor	appendixF.tex	4483	label
def:module-functor	appendixF.tex	2716	mydef
def:module-nat	appendixF.tex	2747	mydef
def:modulecat	appendixF.tex	2659	mydef
def:modulecat-exact	appendixF.tex	2772	mydef
def:moduleobj	appendixF.tex	3071	mydef
def:monoidal-nat	appendixF.tex	436	mydef
def:Morita-equiv	appendixF.tex	3367	mydef
def:pivotal	appendixF.tex	1964	mydef
def:premodular-cat	appendixF.tex	3775	mydef
def:pseudo-unitary	appendixF.tex	2589	mydef
def:qdim	appendixF.tex	2093	mydef
def:qtrace	appendixF.tex	1853	mydef
def:Rep	appendixF.tex	199	myexample
def:ribbon	appendixF.tex	1520	mydef
def:ringcat	appendixF.tex	1596	mydef
def:S-matrix	appendixF.tex	3779	mydef
def:S3G	appendixF.tex	4856	mydef
def:semisimple-cat	appendixF.tex	210	mydef
def:separable-alg	appendixF.tex	3323	mydef
def:skeltal2G	appendixF.tex	4718	mydef
def:special-Frobenius	appendixF.tex	3491	mydef
def:special2G	appendixF.tex	4725	mydef
def:spherical	appendixF.tex	2185	mydef
def:starcat	appendixF.tex	281	mydef
def:str2cat	appendixF.tex	4193	mydef
def:str3cat	appendixF.tex	4849	mydef
def:sym-Frobenius	appendixF.tex	3435	mydef
def:tensor-functor	appendixF.tex	1779	mydef
def:tensor-overalg	appendixF.tex	3230	mydef
def:tensorfusion-cat	appendixF.tex	1650	mydef
def:trace	appendixF.tex	1982	mydef
def:UFC	appendixF.tex	2479	mydef
def:W2G-C2G	appendixF.tex	4391	mydef
def:weak-inverse	appendixF.tex	4381	mydef
def:Z+ring	appendixF.tex	2256	mydef
eq:1-simple-ringcat	appendixF.tex	1642	label
eq:6j	appendixF.tex	2385	label
eq:CG-cohomologus	appendixF.tex	1813	label
eq:CGnat-cohomologus	appendixF.tex	1844	label
eq:dual-functor	appendixF.tex	780	label
eq:Frobenius	appendixF.tex	3400	label
eq:fusionring	appendixF.tex	2242	label
eq:fusionrule	appendixF.tex	2247	label
eq:modc-product	appendixF.tex	3209	label
eq:thm-S-matrix	appendixF.tex	3839	label
eq:YB	appendixF.tex	1321	label
ex:Cat-monidal	appendixF.tex	373	myexample
ex:moncat2cat	appendixF.tex	4362	myexample
fig:tensorcat	appendixF.tex	128	label
lem:1-simple-ringcat	appendixF.tex	1610	mylem
lem:basedring	appendixF.tex	2308	mylem
lem:bimod	appendixF.tex	3294	mylem
lem:braid-ribbon	appendixF.tex	3524	mylem
lem:dual-braid	appendixF.tex	1369	mylem
lem:duals	appendixF.tex	702	mylem
lem:Gr-based	appendixF.tex	2293	mylem
lem:ldual-functor	appendixF.tex	812	mylem
lem:pivotal	appendixF.tex	1990	mylem
lem:qTr-LR	appendixF.tex	1907	mylem
lem:ribbon-dim	appendixF.tex	3662	mylem
lem:rigid-hom	appendixF.tex	983	mylem
prop:1-simple	appendixF.tex	1691	myprop
prop:classification2G	appendixF.tex	4786	myprop
prop:crossed-S2G	appendixF.tex	4557	myprop
prop:DeligneProduct	appendixF.tex	2633	myprop
prop:modc-modcat	appendixF.tex	3220	myprop
prop:monidal-unit	appendixF.tex	470	myprop
prop:pseudo-unitary	appendixF.tex	2597	myprop
prop:S-matrix	appendixF.tex	3812	myprop
prop:separable-alg	appendixF.tex	3355	myprop
prop:special2G	appendixF.tex	4730	myprop
prop:tensor-ring	appendixF.tex	1677	myprop
prop:unitaryfusion	appendixF.tex	2607	myprop
prop:YBeq	appendixF.tex	1266	myprop
redef:braided-monoidal	appendixF.tex	1061	mydef
redef:dual	appendixF.tex	539	mydef
redef:enriched	appendixF.tex	4110	mydef
redef:enriched-functor	appendixF.tex	4146	mydef
redef:ev-coev-balanced	appendixF.tex	2566	mydef
redef:monidal-functor	appendixF.tex	382	mydef
redef:monoidal-category	appendixF.tex	317	mydef
redef:rigid	appendixF.tex	766	mydef
redef:unitary	appendixF.tex	252	mydef
relem:rdual-unitary	appendixF.tex	2487	mylem
reprop:spherical-unitary	appendixF.tex	2507	myprop
reprop:unitary-Cstar	appendixF.tex	305	myprop
reredef:unitary-monoidal	appendixF.tex	532	mydef
thm:LR-trace	appendixF.tex	2221	mytheo
thm:spherical-ribbon	appendixF.tex	3645	mytheo
thm:W2G-C2G	appendixF.tex	4403	mytheo
assump:induction-Bsc-Sm	appendixG.tex	414	myassump
def:B-mfld	appendixG.tex	1283	mydef
def:Bsc-induction	appendixG.tex	438	mydef
def:c-smooth	appendixG.tex	611	mydef
def:c-smooth-along	appendixG.tex	268	mydef
def:c-smooth-map	appendixG.tex	565	mydef
def:C0-basic	appendixG.tex	227	mydef
def:Cartesian-fib	appendixG.tex	1369	mydef
def:cbl	appendixG.tex	629	mydef
def:covering-dim	appendixG.tex	300	mydef
def:dim-depth	appendixG.tex	318	mydef
def:Enter	appendixG.tex	1243	mydef
def:Fin	appendixG.tex	1324	mydef
def:induction-init	appendixG.tex	405	mydef
def:infty-fib	appendixG.tex	774	mydef
def:initial-final-infty	appendixG.tex	1178	mydef
def:lim-colim-infty	appendixG.tex	1185	mydef
def:overcat-infty	appendixG.tex	1089	mydef
def:pullback-infty	appendixG.tex	1193	myexample
def:RFIB	appendixG.tex	817	mydef
def:Simp-Join	appendixG.tex	842	mydef
def:Sm-induction	appendixG.tex	477	mydef
def:Snglr	appendixG.tex	531	mydef
def:Snglr-C0	appendixG.tex	183	mydef
def:standard-cosimplicial-mfd	appendixG.tex	687	mydef
def:str-cone	appendixG.tex	117	mydef
def:strat-emb	appendixG.tex	89	mydef
def:Strat-infty	appendixG.tex	741	mydef
def:stratified-space	appendixG.tex	46	mydef
def:tangent-classifier	appendixG.tex	1252	mydef
def:topo-poset	appendixG.tex	14	mydef
def:Yoneda-infty	appendixG.tex	1229	mydef
eq:face-join	appendixG.tex	867	label
eq:horn-coCart	appendixG.tex	1487	label
eq:representable-infty	appendixG.tex	1264	label
ex:cone-diff	appendixG.tex	251	myexample
ex:depth-Cone	appendixG.tex	342	myexample
ex:join-0	appendixG.tex	897	myexample
ex:join-1	appendixG.tex	938	myexample
ex:join-2	appendixG.tex	1007	myexample
ex:str-CW	appendixG.tex	82	myexample
ex:strat-n	appendixG.tex	65	myexample
ex:topo-poset	appendixG.tex	34	myexample
ex:topomfld	appendixG.tex	211	myexample
lem:join-infty	appendixG.tex	1081	mylem
lem:Kan-enriched	appendixG.tex	728	mylem
prop:c-smooth-map	appendixG.tex	601	myprop
thm:unstraightening	appendixG.tex	828	mytheo
def:braidg	chap1.tex	241	mydef
eq:1-composition	chap1.tex	197	label
eq:1-def-propagator	chap1.tex	20	label
eq:1-path1	chap1.tex	69	label
eq:1-pathintegral	chap1.tex	38	label
eq:1-pathprod	chap1.tex	143	label
eq:1-propagator	chap1.tex	188	label
eq:1-propagator-b	chap1.tex	190	label
eq:1-propagator-f	chap1.tex	204	label
ex:1-1abelian	chap1.tex	392	myexample
ex:1-2abelian	chap1.tex	408	myexample
ex:1-3nonabelian	chap1.tex	429	myexample
lem:1-1groupoid	chap1.tex	147	mylem
prop:not4D-knot	chap1.tex	366	myprop
case:complex	chap2.tex	4314	myexample
case:orthogonal	chap2.tex	4425	myexample
case:real	chap2.tex	4372	myexample
col:fundamental-vecf-basic	chap2.tex	1588	mycol
def:associated-vect	chap2.tex	909	myexample
def:characteristic-class-polynomial	chap2.tex	4072	mydef
def:Chern-class	chap2.tex	4470	mydef
def:codv-pbun	chap2.tex	3187	mydef
def:connection	chap2.tex	1655	mydef
def:connection-vect	chap2.tex	2155	mydef
def:curvature	chap2.tex	3037	mydef
def:curvature-vect	chap2.tex	3626	mydef
def:diff-rep	chap2.tex	1364	mydef
def:exp	chap2.tex	1188	mydef
def:field-strength	chap2.tex	3349	label
def:flat	chap2.tex	2001	label
def:framebundle	chap2.tex	769	myexample
def:fundamental-vecf	chap2.tex	1443	mydef
def:gauge-field	chap2.tex	2769	mydef
def:holonomy	chap2.tex	3845	mydef
def:horizontal-lift-curve	chap2.tex	2793	mydef
def:horizontal-lift-vecf	chap2.tex	2937	mydef
def:invariant	chap2.tex	3916	mydef
def:left-invariant	chap2.tex	989	mydef
def:Lie-action	chap2.tex	383	mydef
def:Lie-adj	chap2.tex	1369	myexample
def:Maurer-Cartan	chap2.tex	2458	mydef
def:one-parameter-subgroup	chap2.tex	1142	mydef
def:patched-connection	chap2.tex	2650	label
def:point-fiber	chap2.tex	477	label
def:polynomial	chap2.tex	3869	mydef
def:ractionP	chap2.tex	715	label
def:tensorial-form	chap2.tex	1902	mydef
def:vect	chap2.tex	479	mydef
def.bundlemap	chap2.tex	513	mydef
def.fiber-1	chap2.tex	404	mydef
def.PFD	chap2.tex	696	mydef
def.section	chap2.tex	558	mydef
eq:2-gauge1	chap2.tex	326	label
eq:2-inner1	chap2.tex	340	label
eq:2-T-comm	chap2.tex	72	label
eq:assoc-loctriv	chap2.tex	1978	label
eq:assoc-sec	chap2.tex	1972	label
eq:Bianchi-second	chap2.tex	3335	label
eq:CF-1	chap2.tex	1843	label
eq:codv-pbun	chap2.tex	3217	label
eq:compatible	chap2.tex	2619	label
eq:CS-gauge	chap2.tex	267	label
eq:def-codv-transform	chap2.tex	349	label
eq:def-gauge-transform	chap2.tex	354	label
eq:dim	chap2.tex	1707	label
eq:E-valued	chap2.tex	1643	label
eq:extdv-global	chap2.tex	3250	label
eq:field-locsym	chap2.tex	939	label
eq:fundamental-vecf	chap2.tex	1499	label
eq:gauge-transform	chap2.tex	208	label
eq:horizontal-lift-curve-1	chap2.tex	2856	label
eq:horizontal-lift-curve-2	chap2.tex	2882	label
eq:horizontal-lift-curve-3	chap2.tex	2886	label
eq:horizontal-lift-curve-4	chap2.tex	2870	label
eq:horizontal-vect	chap2.tex	4166	label
eq:lagrangian-SC	chap2.tex	91	label
eq:loctriv-Borel	chap2.tex	867	label
eq:tangent-fiber	chap2.tex	1712	label
eq:vL	chap2.tex	1025	label
eq.cocycle	chap2.tex	610	label
eq.prop9-1_equiv	chap2.tex	654	label
ex:gl	chap2.tex	1058	myexample
ex:gl-adj	chap2.tex	1418	myexample
ex:tangentbundle	chap2.tex	490	myexample
fig.bundle_homo	chap2.tex	542	label
fig.bundlemap	chap2.tex	526	label
fig.fiber1	chap2.tex	426	label
fig.fiber2	chap2.tex	606	label
lem:assoc-basic	chap2.tex	1941	mylem
lem:basic-form	chap2.tex	3968	mylem
lem:connection	chap2.tex	1716	mylem
lem:diff-product	chap2.tex	2529	mylem
lem:differential-of-local-section	chap2.tex	2565	mylem
lem:extend-horizontal	chap2.tex	3054	mylem
lem:fundamental-vecf	chap2.tex	1503	mylem
lem:horizontal-lift-curve	chap2.tex	2813	mylem
lem:invariant-gl	chap2.tex	4262	mylem
lem:odd-vanish	chap2.tex	4428	mylem
lem:polynomial-eval-injective	chap2.tex	4220	mylem
lem:RtoC	chap2.tex	4375	mylem
lem:tangent-product	chap2.tex	2492	mylem
lem:Z-extension	chap2.tex	4234	mylem
prop:assoc-basic	chap2.tex	1983	myprop
prop:Borelconst	chap2.tex	837	myprop
prop:codv-pbun	chap2.tex	3202	myprop
prop:curvature-linear	chap2.tex	3638	myprop
prop:det-coeff-invariant	chap2.tex	4297	myprop
prop:exp	chap2.tex	1197	myprop
prop:fundamental-vecf-basic	chap2.tex	1557	myprop
prop:holonomy	chap2.tex	3807	myprop
prop:horizontal-lift-init	chap2.tex	2910	myprop
prop:horizontal-lift-vecf	chap2.tex	3003	myprop
prop:infinitesimal-generator-R	chap2.tex	1527	myprop
prop:inv-complex	chap2.tex	4331	myprop
prop:inv-ortho	chap2.tex	4450	myprop
prop:inv-real	chap2.tex	4398	myprop
prop:LieAlg	chap2.tex	1005	myprop
prop:one-parameter-basic	chap2.tex	1146	myprop
prop.cocycle	chap2.tex	624	myprop
prop.PFD_right	chap2.tex	703	myprop
subfig.fiber-l	chap2.tex	581	label
subfig.fiber-lm	chap2.tex	603	label
subfig.fiber-m	chap2.tex	592	label
thm:Chern-Weil	chap2.tex	3943	mytheo
thm:codv-assoc-HL	chap2.tex	3439	mytheo
thm:codv-assoc-local	chap2.tex	3488	mytheo
thm:connection-assoc	chap2.tex	2188	mytheo
thm:connection-basic	chap2.tex	1765	mytheo
thm:curvature	chap2.tex	3071	mytheo
thm:curvature-assoc	chap2.tex	3706	mytheo
thm:curvature-assoc-local	chap2.tex	3767	mytheo
thm:curvature-local	chap2.tex	3375	mytheo
thm:induced-LieAlg-hom	chap2.tex	1102	mytheo
thm:local-connection	chap2.tex	2612	mytheo
thm:principal	chap2.tex	754	mytheo
ax:Atiyah-TQFT	chap3.tex	894	myaxiom
ax:G-mod	chap3.tex	2326	myaxiom
ax:symcat-2d-0form	chap3.tex	3180	myaxiom
cmtd:pullback-bundle	chap3.tex	2002	label
conj:Freed-Hopkins	chap3.tex	1910	myconj
def:0form-order-param	chap3.tex	1422	label
def:anomaly-formal	chap3.tex	1878	mydef
def:BF	chap3.tex	2766	mydef
def:braided-monoidal	chap3.tex	287	mydef
def:closed-monoidal	chap3.tex	541	mydef
def:coloring	chap3.tex	5533	mydef
def:coloring-bdy	chap3.tex	6803	mydef
def:compact	chap3.tex	727	mydef
def:dagger-monoidal	chap3.tex	803	mydef
def:Dijkgraaf-Witten	chap3.tex	2612	mydef
def:dual	chap3.tex	563	mydef
def:extGrp	chap3.tex	2966	mydef
def:flat-connection-homotopy	chap3.tex	2509	mydef
def:gauged-isom	chap3.tex	3698	mydefph
def:gauging	chap3.tex	3238	mydefph
def:graph-bdy	chap3.tex	5132	mydef
def:group-cohomology	chap3.tex	2351	mydef
def:hg-extended-lattice	chap3.tex	2983	mydef
def:IFT	chap3.tex	1887	mydef
def:linkedG	chap3.tex	5228	label
def:monidal-functor	chap3.tex	832	mydef
def:monoidal-category	chap3.tex	21	mydef
def:p-form-sym	chap3.tex	1301	mydef
def:Pachner	chap3.tex	5032	label
def:path2grpd	chap3.tex	3154	mydef
def:pform-order-param	chap3.tex	1653	label
def:PLmfd	chap3.tex	4994	mydef
def:polyhedra-special	chap3.tex	5186	mydef
def:polyhedron	chap3.tex	5053	mydef
def:polytope-decomp	chap3.tex	5205	mydef
def:pullback-bundle	chap3.tex	1983	mydef
def:semisimple-Muger	chap3.tex	3816	mydef
def:skeleton-2mfd	chap3.tex	7143	mydef
def:TQFT	chap3.tex	989	mydef
def:TV-bdy	chap3.tex	7099	mydef
def:TV-closed	chap3.tex	6260	mydef
def:TV-TQFT	chap3.tex	7334	mydef
def:universal-bundle	chap3.tex	2067	mydef
eq:0-form-topo-ops	chap3.tex	1287	label
eq:1form-finite-flat	chap3.tex	2915	label
eq:1form-flat	chap3.tex	2908	label
eq:1form-moduli	chap3.tex	2924	label
eq:1form-univ	chap3.tex	2887	label
eq:BF-1	chap3.tex	2831	label
eq:BF-1-eom	chap3.tex	2849	label
eq:BF-1-gauge	chap3.tex	2853	label
eq:BF-1-tHooft	chap3.tex	2863	label
eq:BF-1-W1	chap3.tex	2816	label
eq:BF-1-W2	chap3.tex	2821	label
eq:BF-4D-1	chap3.tex	7787	label
eq:BF-4D-2	chap3.tex	7809	label
eq:BF-4D-3	chap3.tex	7821	label
eq:CB-functor	chap3.tex	3929	label
eq:change-of-dims	chap3.tex	7240	label
eq:cocycle-discrete	chap3.tex	2659	label
eq:cocycle-generalized	chap3.tex	7902	label
eq:connection-Wilsonline	chap3.tex	2476	label
eq:conservation-Noether	chap3.tex	1138	label
eq:conservation-Noether-df	chap3.tex	1230	label
eq:contraction	chap3.tex	5886	label
eq:contraction-bdy	chap3.tex	7061	label
eq:coordinate-coset1	chap3.tex	1515	label
eq:def-classical-sym	chap3.tex	1112	label
eq:def-Intersection	chap3.tex	1050	label
eq:def-Link	chap3.tex	1059	label
eq:discrete-theta	chap3.tex	7790	label
eq:DW-action	chap3.tex	2670	label
eq:DW-partition-func	chap3.tex	2616	label
eq:EL	chap3.tex	1098	label
eq:F-symbol	chap3.tex	7507	label
eq:finiteG-groupcohomology	chap3.tex	2415	label
eq:g-mixed	chap3.tex	7889	label
eq:gauge-transform-trivial	chap3.tex	2494	label
eq:generator-Q	chap3.tex	1169	label
eq:hg-ansatz	chap3.tex	3013	label
eq:hg-degen	chap3.tex	3055	label
eq:hg-face	chap3.tex	3054	label
eq:hg-p-A	chap3.tex	2988	label
eq:hg-p-g	chap3.tex	3008	label
eq:LeastAction	chap3.tex	1093	label
eq:LES-coGrp	chap3.tex	2368	label
eq:modulispace-of-flatconnection	chap3.tex	2525	label
eq:Muger	chap3.tex	3829	label
eq:NG-rel-1	chap3.tex	1472	label
eq:NG-rel-2	chap3.tex	1485	label
eq:NGB-matter	chap3.tex	1577	label
eq:NGB-transform	chap3.tex	1525	label
eq:Noether-charge-df	chap3.tex	1236	label
eq:Noether-current	chap3.tex	1128	label
eq:Noether-current-ex3-1	chap3.tex	1193	label
eq:number-of-balls	chap3.tex	7221	label
eq:preTV-cob	chap3.tex	7155	label
eq:quasi-conservation-Noether	chap3.tex	1133	label
eq:simphg-flat	chap3.tex	2995	label
eq:SUn-local-dof	chap3.tex	7873	label
eq:transform-3-1	chap3.tex	1206	label
eq:TV-mm	chap3.tex	7329	label
eq:TV-oo	chap3.tex	7323	label
eq:univ-coeff	chap3.tex	2288	label
eq:univ-coeff-co	chap3.tex	2315	label
eq:var-action	chap3.tex	1084	label
eq:Wilson-1	chap3.tex	7832	label
eq:Wilson-2	chap3.tex	7833	label
ex:3-1	chap3.tex	1174	myexample
ex:3-2	chap3.tex	1320	myexample
ex:4dYM-1formSSB	chap3.tex	1701	myexample
ex:anomaly-p-formQED	chap3.tex	1927	myexample
ex:BF-4D	chap3.tex	7784	myexample
ex:Bord	chap3.tex	111	myexample
ex:CGa	chap3.tex	3220	myexample
ex:chiral-anomaly	chap3.tex	1846	myexample
ex:Cob-braided	chap3.tex	478	myexample
ex:Cob-closed	chap3.tex	731	myexample
ex:Cob-dagger	chap3.tex	816	myexample
ex:DW-Riemannian	chap3.tex	2675	myexample
ex:gaiging-RepG	chap3.tex	3673	myexample
ex:gaiging-VecG	chap3.tex	3409	myexample
ex:gauging-VecG	chap3.tex	3622	myexample
ex:Hilb-braided	chap3.tex	519	myexample
ex:Hilb-closed	chap3.tex	777	myexample
ex:Hilb-dagger	chap3.tex	821	myexample
ex:tetrahedron	chap3.tex	5200	myexample
ex:U1-1formSSB	chap3.tex	1705	myexample
fig:bdy-coloring	chap3.tex	6859	label
fig:edgebdy	chap3.tex	7006	label
fig:edgeint	chap3.tex	7051	label
